u(k),u(k-1),u(k-2),y(k-1),y(k-2),y(k)
0.7597044503227716,-0.08228450429120152,-0.7811045698641437,1.1000225958727914,-1.076340937754363,0.0
-0.4531340911904996,0.5301492264444707,-0.2284185067391997,1.1000225958727914,-1.076340937754363,0.0
0.0776192849167763,-0.8599519187607465,0.9773043023510496,1.1000225958727914,-1.076340937754363,-0.07468924074163735
0.30970531185856753,0.9982468920673726,-0.6110355524649788,1.1000225958727914,-1.076340937754363,0.5486391816327193
-0.6499081803905967,-0.9142364304564434,-0.4524562344556653,1.1000225958727914,-1.076340937754363,-0.995584869476691
0.8912273827830616,0.6266293146458869,0.9996721538923362,1.1000225958727914,-1.076340937754363,1.0722173176584835
-0.9969461517103003,-0.1994744542528786,-0.4062106571558207,1.1000225958727914,-1.076340937754363,-0.7051553951620599
0.9509793542770736,-0.27210253823992636,-0.6507581214654509,1.1000225958727914,-1.076340937754363,0.1812519670638002
-0.7603208483667534,0.6830834261154426,0.9651783658931044,1.1000225958727914,-1.076340937754363,0.12960447706121592
0.45397936569552494,-0.9419444733640782,-0.17828038287338618,1.1000225958727914,-1.076340937754363,-0.1534771602817718
-0.07856482718938058,0.9910384003908588,-0.8120446994194056,1.1000225958727914,-1.076340937754363,0.1453980488556273
-0.30880336627374977,-0.819432193643499,0.8757849549324561,1.1000225958727914,-1.076340937754363,-0.34959597756170985
0.6491870627037143,0.46534184230130626,0.05979053084630911,1.1000225958727914,-1.076340937754363,0.6854987301696126
-0.8907968112016204,-0.007621796281189252,-0.9271419413901681,1.1000225958727914,-1.076340937754363,-0.822531585728848
0.9968716377908476,-0.45179559210042886,0.736576643928345,1.1000225958727914,-1.076340937754363,0.5595163171982364
-0.9512722353281047,0.8105999794360673,0.2944605419804101,1.1000225958727914,-1.076340937754363,-0.073223213937795
0.7609365624748435,-0.9888871195809826,-0.9895030831615221,1.1000225958727914,-1.076340937754363,-0.2531415092664557
-0.45482423182982273,0.9469532072490496,0.5554716416360531,1.1000225958727914,-1.076340937754363,0.2329527301919709
0.07951029879010292,-0.6941367504715219,0.5123815528229626,1.1000225958727914,-1.076340937754363,-0.05784097339175007
0.3079011429092,0.2867389236621241,-0.9955810050593542,1.1000225958727914,-1.076340937754363,0.05615260694306867
-0.6484653610497572,0.18451446998053192,0.34277125265753366,1.1000225958727914,-1.076340937754363,-0.30666905932449096
0.8903654383164665,-0.6146772578586611,0.7011581536202864,1.1000225958727914,-1.076340937754363,0.5483520952507237
-0.9967962271495758,0.907953974537304,-0.9450299931385825,1.1000225958727914,-1.076340937754363,-0.4866316674099896
0.9515642606756165,-0.9990331138444595,0.11057393627377561,1.1000225958727914,-1.076340937754363,0.14274548949332588
-0.7615515920931883,0.8676317299112349,0.8500526770417351,1.1000225958727914,-1.076340937754363,0.1568026590332514
0.45566868883338657,-0.5430123649365254,-0.8407254034917516,1.1000225958727914,-1.076340937754363,-0.1421028695917612
-0.08045569886846476,0.09746640263195692,-0.12791285739759234,1.1000225958727914,-1.076340937754363,-0.09810605481974843
-0.3069986425765412,0.3697849225433871,0.9505959597847199,1.1000225958727914,-1.076340937754363,0.21906141114110295
0.6477430760779326,-0.7546866820098878,-0.6886001111677853,1.1000225958727914,-1.076340937754363,-0.012106025782737928
-0.8899332645156531,0.9715228532898366,-0.3591239309625171,1.1000225958727914,-1.076340937754363,-0.3582497105270174
0.9967199198543201,-0.9720049220434449,0.9970690710184875,1.1000225958727914,-1.076340937754363,0.5400548566401502
-0.9518554300569241,0.7560255335624002,-0.4973070465333402,1.1000225958727914,-1.076340937754363,-0.38882774884360943
